initial_list_status,purpose,int_rate,installment,annual_inc,dti,verification_status,grade,revol_bal,inq_last_12m,delinq_2yrs,home_ownership,log_inc,verified,grdCtoA,not_paid
f,credit_card,12.62,335.12,77000.0,13.86,Not Verified,C,15743,1,0,RENT,11.2515607008358,0,0,0
w,debt_consolidation,15.05,173.45,60000.0,34.48,Verified,C,16032,7,0,RENT,11.002099841204199,1,0,0
w,credit_card,21.45,305.84,46000.0,18.08,Source Verified,D,7465,4,0,RENT,10.7363966754712,1,0,1
w,debt_consolidation,6.72,64.58,45000.0,11.6,Not Verified,A,659,1,0,MORTGAGE,10.714417768752499,0,1,0
w,major_purchase,7.21,464.6,90000.0,11.25,Verified,A,4714,4,0,RENT,11.4075649493124,1,1,1
f,debt_consolidation,14.08,335.33,37000.0,13.2,Not Verified,C,373,1,0,RENT,10.518673191626402,0,0,0
w,debt_consolidation,17.09,356.98,45000.0,22.99,Not Verified,D,6916,1,0,RENT,10.714417768752499,0,0,0
w,credit_card,9.44,320.05,87000.0,9.27,Not Verified,B,12698,1,0,RENT,11.3736633976367,0,1,1
w,credit_card,10.42,257.46,85000.0,9.09,Verified,B,840,7,0,MORTGAGE,11.3504065354725,1,1,0
w,debt_consolidation,26.3,391.54,48000.0,34.85,Verified,E,22126,4,0,MORTGAGE,10.778956289889999,1,0,1
w,debt_consolidation,18.06,406.82,48000.0,6.33,Not Verified,D,9271,0,1,MORTGAGE,10.778956289889999,0,0,1
w,major_purchase,14.08,512.82,85000.0,6.41,Source Verified,C,8119,0,0,MORTGAGE,11.3504065354725,1,0,1
w,debt_consolidation,17.09,498.02,100292.0,9.17,Source Verified,D,18081,0,0,MORTGAGE,11.5158412100511,1,0,1
w,debt_consolidation,7.97,305.4,40000.0,10.41,Verified,A,6936,3,0,RENT,10.5966347330961,1,1,1
w,debt_consolidation,22.91,193.32,65000.0,12.41,Not Verified,E,6621,3,0,RENT,11.082142548877801,0,0,1
w,credit_card,7.97,125.3,30000.0,22.92,Not Verified,A,3499,1,0,RENT,10.308952660644302,0,1,1
w,debt_consolidation,20.0,148.66,40000.0,17.73,Source Verified,D,1799,0,1,MORTGAGE,10.5966347330961,1,0,1
w,credit_card,15.05,476.33,95000.0,24.65,Source Verified,C,9590,1,3,MORTGAGE,11.4616321705827,1,0,1
w,debt_consolidation,18.06,52.47,48000.0,20.21,Source Verified,D,18620,0,0,RENT,10.778956289889999,1,0,0
f,debt_consolidation,15.05,520.35,112000.0,16.99,Not Verified,C,12255,5,0,MORTGAGE,11.6262541502772,0,0,1
w,debt_consolidation,24.85,1170.54,300000.0,16.26,Verified,E,6730,8,0,MORTGAGE,12.6115377536383,1,0,1
w,credit_card,15.05,476.33,72000.0,24.54,Not Verified,C,22743,0,0,MORTGAGE,11.1844213979982,0,0,1
f,credit_card,5.32,262.0,24000.0,16.2,Source Verified,A,11523,0,0,OWN,10.0858091093301,1,1,0
w,credit_card,20.0,317.93,48000.0,33.25,Source Verified,D,39867,2,0,OWN,10.778956289889999,1,0,0
w,debt_consolidation,26.3,361.42,60000.0,9.41,Source Verified,E,9108,3,0,RENT,11.002099841204199,1,0,1
w,debt_consolidation,9.93,318.19,93000.0,15.17,Not Verified,B,5469,1,0,RENT,11.4403547721354,0,1,1
w,debt_consolidation,17.09,428.38,24756.0,31.67,Verified,D,3371,6,0,MORTGAGE,10.1168231628593,1,0,0
w,debt_consolidation,12.62,338.39,38000.0,33.29,Not Verified,C,9851,1,0,OWN,10.5453414387085,0,0,0
w,debt_consolidation,18.06,311.47,70000.0,27.57,Not Verified,D,10841,1,1,OWN,11.156250521031499,0,0,0
f,debt_consolidation,17.09,214.19,63000.0,18.13,Not Verified,D,10738,4,1,MORTGAGE,11.0508900053737,0,0,1
w,debt_consolidation,9.93,257.88,50000.0,20.4,Not Verified,B,8997,1,0,MORTGAGE,10.819778284410301,0,1,0
w,debt_consolidation,14.08,376.39,25000.0,26.74,Source Verified,C,10458,1,0,RENT,10.1266311038503,1,0,1
w,credit_card,19.03,830.63,185000.0,16.69,Source Verified,D,34534,0,1,MORTGAGE,12.1281111040605,1,0,1
w,major_purchase,28.72,454.64,21000.0,73.66,Verified,F,9100,11,0,RENT,9.952277716705561,1,0,1
f,debt_consolidation,14.08,1026.5,76000.0,34.29,Source Verified,C,43387,1,0,MORTGAGE,11.238488619268502,1,0,0
w,credit_card,9.44,160.03,32000.0,17.7,Source Verified,B,4529,0,0,MORTGAGE,10.3734911817819,1,1,0
w,debt_consolidation,30.17,784.67,61000.0,24.22,Not Verified,F,33643,0,0,RENT,11.018629143155401,0,0,1
f,debt_consolidation,15.05,173.45,47000.0,37.61,Not Verified,C,8945,2,0,RENT,10.757902880692198,0,0,0
w,debt_consolidation,15.05,381.06,58000.0,29.34,Source Verified,C,16316,2,0,RENT,10.9681982895286,1,0,1
w,home_improvement,25.82,298.34,60000.0,25.98,Verified,E,1329,4,0,MORTGAGE,11.002099841204199,1,0,0
w,home_improvement,17.09,498.02,60000.0,32.12,Not Verified,D,4958,0,4,OWN,11.002099841204199,0,0,1
w,credit_card,28.72,629.07,232000.0,26.25,Source Verified,F,17890,1,0,RENT,12.354492650648401,1,0,0
w,debt_consolidation,9.93,322.35,60000.0,13.17,Source Verified,B,7865,0,0,RENT,11.002099841204199,1,1,1
f,debt_consolidation,19.03,440.06,75000.0,17.25,Source Verified,D,29297,1,0,MORTGAGE,11.2252433925184,1,0,1
f,debt_consolidation,9.44,332.86,54000.0,12.0,Source Verified,B,3442,0,0,OWN,10.8967393255464,1,1,0
f,debt_consolidation,20.0,148.66,56000.0,5.51,Source Verified,D,6291,0,0,MORTGAGE,10.9331069697173,1,0,1
w,credit_card,7.35,310.38,107000.0,17.78,Not Verified,A,8047,2,0,RENT,11.580584113443999,0,1,1
f,debt_consolidation,29.69,916.47,70000.0,21.65,Verified,F,10609,3,0,RENT,11.156250521031499,1,0,1
w,debt_consolidation,15.05,277.52,70000.0,15.69,Not Verified,C,5059,6,0,RENT,11.156250521031499,0,0,0
f,home_improvement,15.05,1387.6,100000.0,13.3,Source Verified,C,24424,2,1,OWN,11.5129254649702,1,0,0
w,credit_card,7.97,751.75,59000.0,28.01,Source Verified,A,22499,3,0,RENT,10.9852927228879,1,1,1
w,major_purchase,20.0,92.91,72000.0,10.05,Source Verified,D,3859,2,0,RENT,11.1844213979982,1,0,0
f,debt_consolidation,11.99,498.15,55000.0,7.52,Source Verified,B,2542,3,0,RENT,10.9150884642146,1,1,0
w,debt_consolidation,14.08,559.44,90000.0,17.13,Source Verified,C,3968,1,0,RENT,11.4075649493124,1,0,0
w,credit_card,25.82,960.66,73200.0,6.83,Verified,E,17013,2,0,MORTGAGE,11.2009506999494,1,0,1
w,debt_consolidation,9.93,209.53,25000.0,22.56,Verified,B,424,4,0,RENT,10.1266311038503,1,1,0
w,credit_card,7.21,346.9,79600.0,10.24,Not Verified,A,5772,1,0,MORTGAGE,11.2847693718325,0,1,0
w,debt_consolidation,15.05,548.37,30000.0,8.56,Not Verified,C,505,4,0,MORTGAGE,10.308952660644302,0,0,0
w,debt_consolidation,11.99,355.84,145000.0,7.84,Not Verified,B,4880,2,1,RENT,11.8844890214027,0,1,1
w,debt_consolidation,20.0,529.88,43000.0,23.78,Verified,D,13084,4,0,RENT,10.668955394675699,1,0,1
w,debt_consolidation,28.72,947.15,94500.0,14.6,Source Verified,F,15313,0,0,RENT,11.4563551134818,1,0,0
w,debt_consolidation,9.93,225.65,52445.0,16.13,Source Verified,B,9076,0,0,MORTGAGE,10.867520280395699,1,1,0
w,debt_consolidation,7.97,187.94,110000.0,25.36,Not Verified,A,13445,2,1,OWN,11.608235644774599,0,1,1
w,credit_card,19.03,165.03,27700.0,32.19,Not Verified,D,4441,0,0,OWN,10.229187692175401,0,0,1
w,debt_consolidation,28.72,789.3,40000.0,20.11,Verified,F,10833,2,0,RENT,10.5966347330961,1,0,1
w,debt_consolidation,7.07,1038.55,103000.0,47.57,Verified,A,9381,1,0,MORTGAGE,11.5424842672118,1,1,1
w,home_improvement,9.93,290.11,120000.0,2.26,Not Verified,B,6950,1,0,MORTGAGE,11.6952470217642,0,1,0
w,credit_card,7.97,125.3,50000.0,9.22,Not Verified,A,16846,2,0,MORTGAGE,10.819778284410301,0,1,0
w,credit_card,9.93,530.32,70000.0,17.38,Source Verified,B,33692,0,1,OWN,11.156250521031499,1,1,0
w,debt_consolidation,17.09,232.04,130000.0,31.18,Not Verified,D,101340,4,0,MORTGAGE,11.775289729437699,0,0,0
w,credit_card,17.09,428.38,120000.0,17.56,Source Verified,D,33911,1,0,OWN,11.6952470217642,1,0,1
w,debt_consolidation,6.72,113.78,60000.0,25.68,Source Verified,A,55104,0,0,MORTGAGE,11.002099841204199,1,1,0
w,debt_consolidation,17.09,373.52,42000.0,29.57,Not Verified,D,36891,1,0,RENT,10.6454248972655,0,0,1
w,debt_consolidation,6.72,451.25,494000.0,8.26,Verified,A,72287,7,0,MORTGAGE,13.1102907961701,1,1,0
w,debt_consolidation,9.93,257.88,60000.0,27.92,Not Verified,B,15944,2,0,MORTGAGE,11.002099841204199,0,1,1
f,debt_consolidation,21.45,568.6,50000.0,12.87,Source Verified,D,14941,2,0,RENT,10.819778284410301,1,0,1
w,debt_consolidation,25.82,954.69,33000.0,34.25,Source Verified,E,7599,1,0,MORTGAGE,10.4042628404486,1,0,1
f,debt_consolidation,9.44,576.09,45000.0,29.84,Verified,B,1511,1,0,MORTGAGE,10.714417768752499,1,1,0
f,debt_consolidation,9.93,145.06,21600.0,11.39,Source Verified,B,5357,0,0,RENT,9.98044859367226,1,1,0
w,home_improvement,11.99,199.26,122500.0,14.07,Not Verified,B,27850,3,0,MORTGAGE,11.715866308966902,0,1,0
f,home_improvement,9.93,225.65,56000.0,27.26,Source Verified,B,9342,10,0,MORTGAGE,10.9331069697173,1,1,1
f,debt_consolidation,17.09,149.93,135000.0,35.48,Not Verified,D,35421,0,0,MORTGAGE,11.8130300574206,0,0,0
w,debt_consolidation,23.88,860.96,60000.0,22.16,Verified,E,15945,3,0,OWN,11.002099841204199,1,0,0
w,credit_card,7.21,185.84,60000.0,6.18,Not Verified,A,1414,0,0,RENT,11.002099841204199,0,1,0
f,home_improvement,11.99,232.47,45000.0,6.43,Verified,B,0,3,0,MORTGAGE,10.714417768752499,1,1,1
w,debt_consolidation,23.88,459.18,100000.0,15.53,Verified,E,5000,8,0,MORTGAGE,11.5129254649702,1,0,0
w,debt_consolidation,28.72,789.3,75000.0,26.46,Not Verified,F,22549,0,0,MORTGAGE,11.2252433925184,0,0,1
w,debt_consolidation,23.88,459.18,140000.0,33.65,Not Verified,E,88270,3,0,RENT,11.849397701591402,0,0,1
f,debt_consolidation,16.02,879.18,35000.0,10.91,Verified,C,10821,1,0,RENT,10.4631033404715,1,0,1
f,debt_consolidation,9.93,644.69,55000.0,24.29,Verified,B,11633,1,1,RENT,10.9150884642146,1,1,0
f,debt_consolidation,19.03,256.7,25189.0,32.01,Verified,D,13124,2,0,RENT,10.134162670265699,1,0,0
w,debt_consolidation,18.06,256.81,45000.0,31.17,Not Verified,D,2242,2,0,MORTGAGE,10.714417768752499,0,0,1
w,debt_consolidation,7.97,420.51,33135.0,28.98,Verified,A,1346,2,0,MORTGAGE,10.4083454045223,1,1,0
f,debt_consolidation,23.88,513.13,110000.0,12.34,Source Verified,E,137,3,0,RENT,11.608235644774599,1,0,1
w,credit_card,9.44,440.43,49000.0,9.97,Not Verified,B,4062,0,0,MORTGAGE,10.799575577092801,0,1,0
w,debt_consolidation,18.06,253.28,130000.0,16.05,Not Verified,D,32630,1,3,OWN,11.775289729437699,0,0,1
w,debt_consolidation,7.07,927.28,124432.0,17.05,Source Verified,A,31163,0,0,MORTGAGE,11.731514660934698,1,1,0
w,debt_consolidation,5.32,903.45,165000.0,2.09,Source Verified,A,10102,0,0,MORTGAGE,12.0137007528827,1,1,1
w,debt_consolidation,10.42,568.14,78000.0,19.83,Not Verified,B,20549,0,0,RENT,11.2644641056717,0,1,1
w,debt_consolidation,10.42,1298.59,140000.0,24.76,Verified,B,43719,4,0,MORTGAGE,11.849397701591402,1,1,0
w,debt_consolidation,11.99,240.19,62000.0,6.45,Not Verified,B,5903,1,0,RENT,11.0348896640272,0,1,0
f,debt_consolidation,18.06,289.47,55000.0,13.72,Verified,D,311,0,3,RENT,10.9150884642146,1,0,1
w,debt_consolidation,30.79,643.68,125000.0,29.56,Source Verified,G,23815,0,1,MORTGAGE,11.736069016284402,1,0,0
w,debt_consolidation,7.07,154.55,90000.0,6.64,Source Verified,A,3956,0,1,OWN,11.4075649493124,1,1,0
w,credit_card,7.35,310.38,100000.0,18.12,Not Verified,A,3143,2,0,MORTGAGE,11.5129254649702,0,1,0
f,home_improvement,23.88,470.04,38480.0,9.95,Not Verified,E,27,6,1,OWN,10.5578939047796,0,0,0
w,debt_consolidation,9.44,838.91,90000.0,11.44,Not Verified,B,13131,1,0,RENT,11.4075649493124,0,1,0
f,credit_card,16.02,527.51,217000.0,22.29,Verified,C,44548,3,0,RENT,12.2876526325226,1,0,0
w,credit_card,17.09,142.8,86246.0,27.27,Verified,D,39994,2,0,MORTGAGE,11.3649589570066,1,0,0
w,debt_consolidation,9.93,225.65,60000.0,12.38,Verified,B,10574,2,0,MORTGAGE,11.002099841204199,1,1,0
w,home_improvement,9.44,346.05,135000.0,16.3,Source Verified,B,5845,2,0,MORTGAGE,11.8130300574206,1,1,0
w,debt_consolidation,24.85,321.17,30516.0,9.71,Not Verified,E,2590,1,6,RENT,10.326006415210099,0,0,1
w,debt_consolidation,19.03,415.32,45000.0,22.88,Verified,D,6153,3,0,RENT,10.714417768752499,1,0,1
f,debt_consolidation,22.91,467.83,106000.0,27.47,Not Verified,E,51649,2,0,MORTGAGE,11.5711943730942,0,0,0
w,credit_card,14.08,1231.8,96000.0,27.01,Not Verified,C,15344,2,0,RENT,11.472103470450001,0,0,1
w,major_purchase,14.08,932.39,28000.0,48.31,Verified,C,10051,0,0,MORTGAGE,10.239959789157302,1,0,1
w,home_improvement,7.35,310.38,96000.0,7.58,Source Verified,A,5564,7,0,MORTGAGE,11.472103470450001,1,1,1
f,debt_consolidation,25.82,1004.87,150000.0,13.86,Verified,E,29830,4,0,MORTGAGE,11.918390573078401,1,0,1
f,debt_consolidation,18.06,220.72,35000.0,19.17,Source Verified,D,924,7,0,MORTGAGE,10.4631033404715,1,0,1
w,debt_consolidation,19.03,220.03,69666.0,7.77,Not Verified,D,752,4,0,RENT,11.1514676728551,0,0,1
f,debt_consolidation,23.88,1370.95,90000.0,21.37,Not Verified,E,6214,3,1,MORTGAGE,11.4075649493124,0,0,1
w,credit_card,9.93,64.47,50000.0,34.45,Not Verified,B,3329,6,0,RENT,10.819778284410301,0,1,0
w,credit_card,11.99,66.42,176000.0,11.03,Source Verified,B,5277,4,0,MORTGAGE,12.0782392740203,1,1,0
w,debt_consolidation,6.08,791.92,115000.0,38.31,Not Verified,A,29357,2,0,OWN,11.6526874073454,0,1,0
w,credit_card,12.62,187.67,70000.0,28.85,Verified,C,8856,0,0,RENT,11.156250521031499,1,0,1
f,small_business,25.82,643.12,80000.0,0.41,Source Verified,E,504,1,1,MORTGAGE,11.289781913656,1,0,1
w,debt_consolidation,15.05,333.43,45000.0,23.88,Verified,C,10621,1,0,RENT,10.714417768752499,1,0,0
w,debt_consolidation,12.62,502.67,30000.0,60.08,Verified,C,8230,2,0,RENT,10.308952660644302,1,0,1
w,debt_consolidation,20.0,668.95,20000.0,44.96,Not Verified,D,4761,0,0,RENT,9.90348755253613,0,0,1
w,debt_consolidation,17.09,796.84,160000.0,11.99,Source Verified,D,71732,3,0,MORTGAGE,11.982929094216,1,0,0
w,credit_card,13.59,553.35,70000.0,21.53,Verified,C,11071,9,2,MORTGAGE,11.156250521031499,1,0,1
f,credit_card,17.09,149.93,20000.0,6.6,Source Verified,D,2229,0,1,RENT,9.90348755253613,1,0,0
w,debt_consolidation,10.42,750.91,300000.0,10.23,Source Verified,B,41118,2,0,MORTGAGE,12.6115377536383,1,1,0
w,home_improvement,6.08,731.0,80000.0,14.97,Not Verified,A,26170,0,0,OWN,11.289781913656,0,1,1
f,credit_card,10.91,523.14,62000.0,19.74,Source Verified,B,16696,1,0,RENT,11.0348896640272,1,1,0
w,debt_consolidation,10.42,194.79,71000.0,16.87,Source Verified,B,2780,7,0,MORTGAGE,11.1704351560235,1,1,0
w,major_purchase,6.72,196.8,92000.0,1.89,Source Verified,A,1790,1,1,RENT,11.429543856031199,1,1,0
w,credit_card,13.59,543.67,80000.0,20.48,Source Verified,C,10003,3,0,RENT,11.289781913656,1,0,1
w,debt_consolidation,20.0,599.43,59424.0,11.13,Verified,D,5195,4,0,MORTGAGE,10.992453464152401,1,0,1
w,debt_consolidation,10.42,772.36,95777.0,6.28,Not Verified,B,3134,1,0,RENT,11.469777851626999,0,1,1
w,credit_card,12.62,563.98,65000.0,17.21,Source Verified,C,6840,2,0,MORTGAGE,11.082142548877801,1,0,0
w,debt_consolidation,7.35,931.13,71000.0,11.28,Source Verified,A,2448,1,3,MORTGAGE,11.1704351560235,1,1,1
w,debt_consolidation,24.85,731.59,400000.0,6.09,Not Verified,E,15200,3,2,MORTGAGE,12.8992198260901,0,0,0
w,debt_consolidation,10.42,103.89,80000.0,8.06,Not Verified,B,2359,4,0,MORTGAGE,11.289781913656,0,1,0
w,debt_consolidation,18.06,162.83,60000.0,24.34,Verified,D,2813,3,0,MORTGAGE,11.002099841204199,1,0,0
w,debt_consolidation,12.62,117.29,82000.0,24.19,Verified,C,11229,18,0,MORTGAGE,11.3144745262464,1,0,0
w,debt_consolidation,15.05,728.49,75000.0,18.24,Not Verified,C,77452,1,0,MORTGAGE,11.2252433925184,0,0,0
f,debt_consolidation,10.91,326.97,98788.0,14.61,Source Verified,B,15678,1,0,MORTGAGE,11.500731418869501,1,1,0
w,debt_consolidation,26.3,451.78,107500.0,13.37,Source Verified,E,10250,3,0,MORTGAGE,11.5852461265499,1,0,1
w,credit_card,7.97,94.76,72000.0,31.05,Verified,A,15703,0,0,MORTGAGE,11.1844213979982,1,1,0
w,debt_consolidation,18.06,578.93,40000.0,25.32,Source Verified,D,15264,2,0,RENT,10.5966347330961,1,0,1
w,debt_consolidation,7.21,154.87,109000.0,15.57,Not Verified,A,4886,1,0,MORTGAGE,11.5991031612113,0,1,0
w,home_improvement,6.08,213.21,65000.0,16.38,Not Verified,A,4132,1,0,MORTGAGE,11.082142548877801,0,1,0
w,credit_card,15.05,693.8,220000.0,5.58,Source Verified,C,31684,4,0,OWN,12.3013828253345,1,0,1
w,home_improvement,7.35,219.64,47000.0,7.99,Source Verified,A,0,1,0,MORTGAGE,10.757902880692198,1,1,0
w,debt_consolidation,13.59,594.63,55000.0,32.29,Verified,C,27718,1,0,MORTGAGE,10.9150884642146,1,0,0
w,major_purchase,30.17,421.96,39040.0,17.77,Source Verified,F,94,3,0,RENT,10.572342040527001,1,0,1
f,debt_consolidation,21.45,836.79,48000.0,30.58,Source Verified,D,27286,2,0,RENT,10.778956289889999,1,0,0
w,credit_card,12.62,167.56,15528.0,11.13,Not Verified,C,3792,1,0,RENT,9.650400124848849,0,0,0
w,debt_consolidation,15.05,333.43,50000.0,20.04,Source Verified,C,8768,5,1,MORTGAGE,10.819778284410301,1,0,0
w,debt_consolidation,14.08,282.29,206000.0,17.49,Source Verified,C,52725,0,0,MORTGAGE,12.2356314477717,1,0,0
f,debt_consolidation,12.62,335.12,100000.0,17.4,Not Verified,C,8616,0,0,OWN,11.5129254649702,0,0,0
f,debt_consolidation,18.06,289.47,47500.0,14.6,Not Verified,D,8593,1,1,RENT,10.7684849900227,0,0,1
w,debt_consolidation,14.08,282.05,70000.0,23.3,Not Verified,C,3234,4,0,MORTGAGE,11.156250521031499,0,0,0
w,credit_card,16.02,246.17,72000.0,25.15,Not Verified,C,42697,3,0,MORTGAGE,11.1844213979982,0,0,0
w,home_improvement,23.88,286.99,55000.0,6.57,Not Verified,E,855,9,2,MORTGAGE,10.9150884642146,0,0,1
w,credit_card,7.97,156.62,36000.0,12.6,Not Verified,A,5122,3,0,RENT,10.4912742174382,0,1,0
w,credit_card,18.06,508.53,90000.0,15.6,Not Verified,D,14143,1,0,RENT,11.4075649493124,0,0,1
w,home_improvement,6.72,184.5,70000.0,19.13,Not Verified,A,2282,0,0,MORTGAGE,11.156250521031499,0,1,0
w,debt_consolidation,23.88,459.18,98000.0,11.01,Source Verified,E,107534,3,2,MORTGAGE,11.4927227576527,1,0,1
f,major_purchase,30.79,328.41,36800.0,3.78,Not Verified,G,3549,5,0,RENT,10.513253124157,0,0,0
f,credit_card,13.59,577.65,40000.0,32.16,Verified,C,28223,2,0,RENT,10.5966347330961,1,0,1
w,credit_card,12.62,335.12,62500.0,12.6,Not Verified,C,11423,3,0,OWN,11.0429218357245,0,0,0
w,credit_card,13.59,737.8,98250.0,11.01,Verified,C,8829,6,0,MORTGAGE,11.495270529731501,1,0,0
w,home_improvement,19.03,726.8,29000.0,10.22,Not Verified,D,5279,5,3,MORTGAGE,10.2750511089686,0,0,1
f,debt_consolidation,15.05,208.14,39000.0,29.63,Verified,C,7311,4,1,MORTGAGE,10.5713169251118,1,0,1
w,debt_consolidation,18.06,762.79,180000.0,6.75,Verified,D,42183,4,0,OWN,12.100712129872301,1,0,1
w,home_improvement,10.91,492.08,43680.0,12.91,Not Verified,B,3553,1,2,MORTGAGE,10.684645610418801,0,1,1
w,major_purchase,18.06,483.1,82400.0,14.01,Source Verified,D,8265,5,0,RENT,11.319340715897601,1,0,1
w,debt_consolidation,14.08,932.39,120000.0,16.73,Verified,C,17446,1,0,MORTGAGE,11.6952470217642,1,0,1
w,debt_consolidation,28.72,1262.87,115000.0,26.9,Verified,F,29255,5,1,MORTGAGE,11.6526874073454,1,0,0
w,debt_consolidation,13.59,339.79,80000.0,12.59,Not Verified,C,5592,1,0,RENT,11.289781913656,0,0,0
f,credit_card,11.99,298.89,23000.0,15.66,Not Verified,B,8219,0,0,RENT,10.0432494949113,0,1,0
w,credit_card,7.97,203.6,31500.0,15.01,Not Verified,A,4625,1,0,RENT,10.3577428248137,0,1,0
w,debt_consolidation,18.06,254.27,45000.0,22.85,Verified,D,6120,0,0,MORTGAGE,10.714417768752499,1,0,1
w,debt_consolidation,19.03,660.09,300000.0,7.16,Not Verified,D,49469,0,0,RENT,12.6115377536383,0,0,0
w,debt_consolidation,9.93,206.3,65000.0,21.57,Not Verified,B,15508,0,1,OWN,11.082142548877801,0,1,0
f,debt_consolidation,6.72,614.99,90000.0,28.64,Not Verified,A,8839,1,0,MORTGAGE,11.4075649493124,0,1,0
w,debt_consolidation,30.75,393.79,120000.0,13.19,Source Verified,F,11243,1,0,OWN,11.6952470217642,1,0,1
w,major_purchase,7.97,62.65,64000.0,14.83,Not Verified,A,945,4,0,RENT,11.0666383623418,0,1,1
w,credit_card,13.59,1189.26,98400.0,10.07,Source Verified,C,15030,6,0,MORTGAGE,11.496796083040302,1,0,0
w,credit_card,12.62,563.98,64000.0,26.59,Source Verified,C,30292,1,1,RENT,11.0666383623418,1,0,1
w,debt_consolidation,12.62,451.19,95000.0,19.57,Source Verified,C,18645,12,1,MORTGAGE,11.4616321705827,1,0,0
w,home_improvement,7.21,297.35,232000.0,12.1,Not Verified,A,4030,5,0,MORTGAGE,12.354492650648401,0,1,0
w,debt_consolidation,12.62,789.57,100000.0,7.82,Verified,C,11855,2,0,RENT,11.5129254649702,1,0,1
w,debt_consolidation,13.59,345.85,110000.0,5.05,Not Verified,C,1853,3,0,MORTGAGE,11.608235644774599,0,0,1
w,debt_consolidation,16.02,295.41,73560.0,11.63,Not Verified,C,6840,0,0,RENT,11.2058566787183,0,0,0
w,debt_consolidation,14.08,684.33,62576.0,16.78,Verified,C,9148,0,0,RENT,11.044137096995302,1,0,1
w,debt_consolidation,7.21,371.68,75000.0,16.91,Not Verified,A,7030,0,0,OWN,11.2252433925184,0,1,0
w,debt_consolidation,10.42,243.49,72000.0,2.55,Source Verified,B,3086,1,0,MORTGAGE,11.1844213979982,1,1,0
w,debt_consolidation,13.59,475.71,120000.0,18.92,Source Verified,C,25659,3,0,RENT,11.6952470217642,1,0,0
w,debt_consolidation,18.06,70.56,28000.0,8.7,Not Verified,D,0,0,0,OWN,10.239959789157302,0,0,1
w,debt_consolidation,17.09,178.49,120000.0,18.31,Verified,D,18179,4,0,MORTGAGE,11.6952470217642,1,0,1
f,debt_consolidation,14.08,479.04,61000.0,25.48,Not Verified,C,20632,3,0,RENT,11.018629143155401,0,0,1
f,home_improvement,13.59,203.88,105000.0,28.67,Verified,C,43349,2,0,MORTGAGE,11.5617156291397,1,0,0
w,small_business,7.97,140.96,75000.0,17.46,Not Verified,A,23500,1,0,RENT,11.2252433925184,0,1,1
w,home_improvement,7.97,720.42,240000.0,16.45,Source Verified,A,17123,0,0,MORTGAGE,12.388394202324099,1,1,1
w,credit_card,11.99,555.99,100000.0,16.13,Not Verified,B,17942,2,0,RENT,11.5129254649702,0,1,0
w,debt_consolidation,17.09,428.38,155000.0,16.85,Source Verified,D,32194,5,0,RENT,11.951180395901401,1,0,0
w,debt_consolidation,24.85,877.91,120000.0,12.46,Verified,E,23193,9,0,MORTGAGE,11.6952470217642,1,0,0
w,major_purchase,10.42,909.02,40000.0,3.81,Verified,B,5087,2,0,RENT,10.5966347330961,1,1,0
w,credit_card,12.62,402.14,35000.0,28.33,Source Verified,C,4696,3,0,MORTGAGE,10.4631033404715,1,0,0
f,debt_consolidation,21.45,1137.2,139000.0,39.36,Not Verified,D,24125,2,1,MORTGAGE,11.842229212112802,0,0,0
w,debt_consolidation,21.45,371.38,35000.0,13.72,Verified,D,9115,0,1,MORTGAGE,10.4631033404715,1,0,1
w,debt_consolidation,18.06,635.66,60000.0,37.32,Not Verified,D,1670,2,0,MORTGAGE,11.002099841204199,0,0,1
f,debt_consolidation,21.45,181.96,32000.0,23.03,Verified,D,6600,3,0,MORTGAGE,10.3734911817819,1,0,1
w,credit_card,15.05,485.66,62000.0,23.47,Source Verified,C,32822,2,0,MORTGAGE,11.0348896640272,1,0,0
w,major_purchase,9.44,1280.2,120000.0,3.97,Verified,B,3328,8,0,MORTGAGE,11.6952470217642,1,1,1
w,major_purchase,23.88,1004.45,95000.0,5.46,Verified,E,12909,2,0,OWN,11.4616321705827,1,0,1
w,debt_consolidation,18.06,1447.31,104000.0,26.7,Not Verified,D,27942,2,0,MORTGAGE,11.5521461781235,0,0,1
w,debt_consolidation,9.93,483.52,32000.0,24.49,Not Verified,B,7084,2,1,MORTGAGE,10.3734911817819,0,1,1
f,credit_card,25.82,1406.82,68000.0,0.44,Verified,E,51,2,0,MORTGAGE,11.127262984158198,1,0,1
w,debt_consolidation,12.62,167.56,60000.0,17.18,Source Verified,C,10718,1,1,RENT,11.002099841204199,1,0,0
w,credit_card,20.0,529.88,54000.0,20.31,Source Verified,D,19902,0,1,MORTGAGE,10.8967393255464,1,0,0
f,debt_consolidation,6.72,199.88,83000.0,18.03,Verified,A,144950,5,0,MORTGAGE,11.3265958867787,1,1,0
f,credit_card,24.85,182.54,50000.0,14.83,Source Verified,E,3665,0,0,RENT,10.819778284410301,1,0,1
w,debt_consolidation,7.21,495.58,40000.0,40.98,Verified,A,23451,0,0,MORTGAGE,10.5966347330961,1,1,1
w,credit_card,9.44,478.18,139000.0,10.32,Not Verified,B,29609,0,0,MORTGAGE,11.842229212112802,0,1,1
f,debt_consolidation,20.0,1300.73,90000.0,21.88,Verified,D,24221,4,3,MORTGAGE,11.4075649493124,1,0,0
w,debt_consolidation,22.91,586.71,60000.0,34.66,Not Verified,E,7133,0,0,MORTGAGE,11.002099841204199,0,0,0
